"row_id","POLVIEWS_TRUE","pred_var","pred_narr","var_wrong","narr_wrong","case_type","bias_var","bias_narr"
1,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
2,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
3,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
4,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
5,3,3,3,FALSE,FALSE,"Both Correct","Correct","Correct"
6,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
7,5,4,3,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
8,2,4,2,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
9,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
10,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
11,3,3,3,FALSE,FALSE,"Both Correct","Correct","Correct"
12,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
13,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
14,3,4,2,TRUE,TRUE,"Both Wrong","Too Conservative","Too Liberal"
15,1,4,4,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
16,4,2,3,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
17,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
18,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
19,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
20,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
21,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
22,1,4,4,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
23,2,2,4,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
24,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
25,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
26,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
27,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
28,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
29,1,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
30,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
31,3,2,4,TRUE,TRUE,"Both Wrong","Too Liberal","Too Conservative"
32,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
33,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
34,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
35,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
36,3,3,3,FALSE,FALSE,"Both Correct","Correct","Correct"
37,2,3,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
38,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
39,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
40,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
41,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
42,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
43,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
44,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
45,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
46,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
47,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
48,3,3,3,FALSE,FALSE,"Both Correct","Correct","Correct"
49,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
50,3,4,2,TRUE,TRUE,"Both Wrong","Too Conservative","Too Liberal"
51,4,4,2,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
52,2,2,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
53,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
54,2,4,4,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
55,4,4,4,FALSE,FALSE,"Both Correct","Correct","Correct"
56,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
57,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
58,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
59,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
60,3,2,2,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
61,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
62,3,4,4,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
63,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
64,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
65,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
66,3,4,4,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
67,4,4,4,FALSE,FALSE,"Both Correct","Correct","Correct"
68,3,2,2,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
69,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
70,2,2,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Conservative"
71,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
72,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
73,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
74,3,2,2,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
75,3,4,2,TRUE,TRUE,"Both Wrong","Too Conservative","Too Liberal"
76,4,2,3,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
77,2,3,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
78,5,4,3,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
79,5,2,3,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
80,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
81,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
82,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
83,4,4,4,FALSE,FALSE,"Both Correct","Correct","Correct"
84,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
85,3,4,4,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
86,1,2,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
87,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
88,3,4,4,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
89,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
90,3,2,3,TRUE,FALSE,"Only Variable Model Wrong","Too Liberal","Correct"
91,5,4,3,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
92,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
93,5,4,3,TRUE,TRUE,"Both Wrong","Too Liberal","Too Liberal"
94,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
95,4,4,3,FALSE,TRUE,"Only Narrative Model Wrong","Correct","Too Liberal"
96,3,3,3,FALSE,FALSE,"Both Correct","Correct","Correct"
97,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
98,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
99,3,4,3,TRUE,FALSE,"Only Variable Model Wrong","Too Conservative","Correct"
100,2,4,3,TRUE,TRUE,"Both Wrong","Too Conservative","Too Conservative"
